Nome	Endereco	Medidor	Localizacao	Tipo de Fluido	Data	Horario	Indice	Indice antigo	Consumo	Unid._levant.	Bateria	Ha desmontagem/corte	Houve desmontagem/corte	Ha vazamento	Ha fraude magnetica	Houve fraude magnetica	Ha medidor bloqueado	Retorno de agua excedido
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067328	31	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067326	32	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42066625	33	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070670	34	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070682	41	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070698	42	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070701	43	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42066619	44	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070621	51	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070679	52	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070625	53	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070606	54	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067315	61	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070613	62	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070635	63	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070587	64	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070618	71	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070667	72	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070704	73	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070505	74	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067339	81	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067317	82	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070675	83	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070703	84	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070624	91	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070705	92	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42066622	93	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070687	94	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070552	101	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067323	102	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42066615	103	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42066624	104	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42066613	111	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070602	112	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067319	113	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070686	114	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067304	121	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42066617	122	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070580	123	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067036	124	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070614	131	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070619	132	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067310	133	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070586	134	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070678	141	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42066616	142	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067329	143	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070684	144	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42066611	151	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070579	152	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42066620	153	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067340	154	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067313	161	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067325	162	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42066618	163	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067327	164	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067039	171	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070484	172	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070680	173	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070516	174	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070559	11	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	89827	12	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42066621	13	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070688	14	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070526	21	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067314	22	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067341	23	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070642	24	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070691	31	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42066614	32	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067335	33	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070676	34	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070627	41	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067311	42	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067322	43	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070533	44	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070490	51	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067342	52	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42066623	53	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067338	54	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070690	61	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070626	62	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070640	63	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070617	64	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067320	71	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070530	72	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070493	73	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070669	74	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070692	81	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070689	82	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070536	83	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067307	84	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067309	91	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070535	92	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067333	93	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067312	94	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070604	101	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067344	102	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070697	103	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070672	104	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070532	111	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067330	112	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070577	113	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070601	114	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070685	121	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42066612	122	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070655	123	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067316	124	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070623	131	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067308	132	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070529	133	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070683	134	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070694	141	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067043	142	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067332	143	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070696	144	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070558	151	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070681	152	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070677	153	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067318	154	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070700	161	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067336	162	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070695	163	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067321	164	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070557	171	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070605	172	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42070636	173	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
Park Way Aclimacao	Rua Albina Barbosa, 210 - Aclimação São Paulo / SP	42067334	174	Gás 1	08/11/2024	11:26:29	0	0	0	l	-	0	0	0	0	0	0	0
